question,question_cyrl,answers,answers_cyrl,correct_answer,image_url,category,time_limit,audio_url,audio_url_cyrl,explanation_text,explanation_text_cyrl
"Qizil avtomobilning haydovchisi, yalt-yalt etuvchi chiroq-mayoqcha va maxsus tovushli ishora yoqilgan transport vositasiga yaqinlashib kelayotganda nima qilishi kerak?","Қизил автомобилнинг ҳайдовчиси, ялт-ялт етувчи чироқ-маёқча ва махсус товушли ишора ёқилган транспорт воситасига яқинлашиб келаётганда нима қилиши керак?","{""Harakat bo'lagini o'zgartirmasdan to'xtashi va majburiy to'xtash chiroqlarini yoqishi"",""Tezlikni pasaytirish va boshqa qatorga o'tish bilan bog'liq keskin manyovrlarga yo'l qo'ymasdan harakatni davom ettirish"",""Yo'l berishi""}","{""Ҳаракат бўлагини ўзгартирмасдан тўхташи ва мажбурий тўхташ чироқларини ёқиши"",""Тезликни пасайтириш ва бошқа қаторга ўтиш билан боғлиқ кескин манёврларга ёл қўймасдан ҳаракатни давом еттириш"",""Ёл бериши""}",2,https://ptest.uz/images/db865c62-b430-466c-8b89-7052fd5b32bd.webp,5-BILET,300,,,,
Qaysi ishoralar ogohlantiruvchi hisoblanadi?,Қайси ишоралар огоҳлантирувчи ҳисобланади?,"{""Burilishni ko'rsatadigan miltillovchi chiroq yoki qo'l bilan beriladigan ishoralar"",""Tovushli ishoralar"",""Fara chiroqlarini o'chib-yoqilishi va kunduzgi vaqtda yaqinni yorituvchi fara chirog'ining yoqilishi"",""Sanab o'tilgan barcha ishoralar""}","{""Бурилишни кўрсатадиган милтилловчи чироқ ёки қўл билан бериладиган ишоралар"",""Товушли ишоралар"",""Фара чироқларини ўчиб-ёқилиши ва кундузги вақтда яқинни ёритувчи фара чироғининг ёқилиши"",""Санаб ўтилган барча ишоралар""}",3,https://postimg.cc/Dmfk0bYv,5-BILET,300,,,,
Qanday hollarda haydovchisi bo'lmagan transport vositalarini shatakka olish mumkin?,Қандай ҳолларда ҳайдовчиси бўлмаган транспорт воситаларини шатакка олиш мумкин?,"{""Barcha hollarda"",""Egiluvchan yoki qattiq ulangichda shatakka olishda"",""Qattiq ulagi chning tuzilishi shatakka olingan transport vositalarini shatakka olgan transport vositalarining izidan harakatlanishini taminlaganda"",""Qattiq ulangichda shatakka olishda""}","{""Барча ҳолларда"",""Егилувчан ёки қаттиқ улангичда шатакка олишда"",""Қаттиқ улаги чнинг тузилиши шатакка олинган транспорт воситаларини шатакка олган транспорт воситаларининг изидан ҳаракатланишини таминлаганда"",""Қаттиқ улангичда шатакка олишда""}",2,https://postimg.cc/Dmfk0bYv,5-BILET,300,,,,
Qaysi belgi teng ahamiyatli yo'llar kesishish chorrahasiga yaqinlashib kelayotganlik haqida ogohlantiradi?,Қайси белги тенг аҳамиятли ёллар кесишиш чорраҳасига яқинлашиб келаётганлик ҳақида огоҳлантиради?,"{""1"",""2"",""3"",""4"",""5""}","{""1"",""2"",""3"",""4"",""5""}",4,https://ptest.uz/images/104a15c1-b74b-43b6-977e-3a8f23b7da22.webp,5-BILET,300,,,,
Bir tirkamali avtopoezdning qanday eng katta uzunligida DYHXX ruxsatisiz harakatlanishga yo'l qo'yiladi?,Бир тиркамали автопоезднинг қандай енг катта узунлигида ДЙҲХХ рухсатисиз ҳаракатланишга ёл қўйилади?,"{""16 m"",""18 m"",""20 m"",""22 m"",""24 m""}","{""16 м"",""18 м"",""20 м"",""22 м"",""24 м""}",2,https://postimg.cc/Dmfk0bYv,5-BILET,300,,,,
To'xtagan transport vositasi bilan yotiq sidirg'a chiziq orasidagi masofa qancha bo'lganida to'xtash taqiqlanadi?,Тўхтаган транспорт воситаси билан ётиқ сидирға чизиқ орасидаги масофа қанча бўлганида тўхташ тақиқланади?,"{""6 m"",""5,5 m"",""4 m"",""3,5 m"",""2,5 m""}","{""6 м"",""5,5 м"",""4 м"",""3,5 м"",""2,5 м""}",4,https://ptest.uz/images/1146d6c2-97f4-4eee-8911-731ad97b8454.webp,5-BILET,300,,,,
"Shunday yo'l belgisi bo'lgan yo'l qismlarida ruxsat etilgan to'la vazni 3,5t. dan oshmaydigan yuk avtomobillariga qanday eng katta tezlik bilan harakat qilishga ruxsat etiladi?","Шундай ёл белгиси бўлган ёл қисмларида рухсат етилган тўла вазни 3,5т. дан ошмайдиган юк автомобилларига қандай енг катта тезлик билан ҳаракат қилишга рухсат етилади?","{""110 km/s"",""70 km/s"",""100 km/s"",""90 km/s"",""60 km/s""}","{""110 км/с"",""70 км/с"",""100 км/с"",""90 км/с"",""60 км/с""}",2,https://ptest.uz/images/48477662-f2bd-4c96-93cf-86918a8f14d7.webp,5-BILET,300,,,,
Mazkur belgi bilan belgilangan hududda qanday cheklanishlar kiritilgan?,Мазкур белги билан белгиланган ҳудудда қандай чекланишлар киритилган?,"{""Harakat tezligini 5km/s oshmasligi kerakligini bildiradi"",""Transport vositalarini boshqarishni o'rgatish"",""Kirib, chiqib ketish harakati taqiqlanadi"",""Engil avtomobillarning tunda to'xtab turishini taqiqlaydi""}","{""Ҳаракат тезлигини 5км/с ошмаслиги кераклигини билдиради"",""Транспорт воситаларини бошқаришни ўргатиш"",""Кириб, чиқиб кетиш ҳаракати тақиқланади"",""Енгил автомобилларнинг тунда тўхтаб туришини тақиқлайди""}",1,https://ptest.uz/images/b6a6a507-bd78-434e-87d1-d04bf4b98833.webp,5-BILET,300,,,,
"Ko'rsatilgan avtosisternalardan qaysi biri burilishda ag'darilib ketish xavfi kamroq, turg'unroq?","Кўрсатилган автосистерналардан қайси бири бурилишда ағдарилиб кетиш хавфи камроқ, турғунроқ?","{""Suyuqlik bilan 75% gacha to'ldirilgani"",""Suyuqlik bilan to'liq to'ldirilgani""}","{""Суюқлик билан 75% гача тўлдирилгани"",""Суюқлик билан тўлиқ тўлдирилгани""}",1,https://ptest.uz/images/f52b21f3-7bca-4511-b2fc-61123a3cea3e.webp,5-BILET,300,,,,
Qaysi transport vositalariga ko'rsatilgan yo'nalishlar bo'yicha harakatlanishga ruxsat etiladi?,Қайси транспорт воситаларига кўрсатилган ёналишлар бўйича ҳаракатланишга рухсат етилади?,"{""Avtomobil haydovchisiga"",""Avtomobil va motosikl haydovchisiga"",""Tramvay va avtomobil haydovchisiga""}","{""Автомобил ҳайдовчисига"",""Автомобил ва мотосикл ҳайдовчисига"",""Трамвай ва автомобил ҳайдовчисига""}",2,https://ptest.uz/images/f20acf46-dce0-4fd2-9128-caad49ffda25.webp,5-BILET,300,,,,
Bu erda quvib o'tishga ruxsat beriladimi?,Бу ерда қувиб ўтишга рухсат бериладими?,"{""Ruxsat beriladi"",""Taqiqlanadi""}","{""Рухсат берилади"",""Тақиқланади""}",1,https://ptest.uz/images/f6225ebe-b269-479e-8794-6be89b0d17e1.webp,5-BILET,300,,,,
Transport vositasi qachon faqat o'ng chetki bo'lakda harakatlanishi kerak?,Транспорт воситаси қачон фақат ўнг четки бўлакда ҳаракатланиши керак?,"{""Og'ir vaznli va yirik o'lchamli yuklarni tashishda"",""Agar haydovchi o'zini betob his qilsa"",""Agar harakatlanish vaqtida mahkamlangan yuk bo'shashib ketsa"",""Transport vositasi texnik sabablarga ko'ra 40 km/s dan ortiq tezlikda yura olmasa""}","{""Оғир вазнли ва йирик ўлчамли юкларни ташишда"",""Агар ҳайдовчи ўзини бетоб ҳис қилса"",""Агар ҳаракатланиш вақтида маҳкамланган юк бўшашиб кетса"",""Транспорт воситаси техник сабабларга кўра 40 км/с дан ортиқ тезликда юра олмаса""}",3,https://postimg.cc/Dmfk0bYv,6-BILET,300,,,,
Chorrahadan uchinchi bo'lib Qaysi avtomobil o'tadi:,Чорраҳадан учинчи бўлиб Қайси автомобил ўтади:,"{""Yashil avtomobil"",""Qizil avtomobil"",""Ko'k avtomobil"",""Sariq avtomobil""}","{""Яшил автомобил"",""Қизил автомобил"",""Кўк автомобил"",""Сариқ автомобил""}",2,https://ptest.uz/images/d6369ca9-6d08-4f5b-bd0b-98adcb892265.webp,6-BILET,300,,,,
Haydovchi tormozlanishda boshlangan avtomobilning sirpanib ketishini to'xtatish uchun bajarishi kerak:,Ҳайдовчи тормозланишда бошланган автомобилнинг сирпаниб кетишини тўхтатиш учун бажариши керак:,"{""Boshlangan tormozlashni tugatish"",""Ulagichni ajratishi"",""Tormoz tepkisini oxirigacha bosishi"",""Ulagichni ajratishi va to'xtab turish tormozi bilan tormozlashi""}","{""Бошланган тормозлашни тугатиш"",""Улагични ажратиши"",""Тормоз тепкисини охиригача босиши"",""Улагични ажратиши ва тўхтаб туриш тормози билан тормозлаши""}",0,https://postimg.cc/Dmfk0bYv,6-BILET,300,,,,
Etarli ko'rinmaslik sharoitida yo'lning yoritilmagan qismida to'xtagan yoki to'xtab turgan mexanik transport vositasining haydovchisi bajarishi kerak,Етарли кўринмаслик шароитида ёлнинг ёритилмаган қисмида тўхтаган ёки тўхтаб турган механик транспорт воситасининг ҳайдовчиси бажариши керак,"{""Tumanga qarshi faralarni yoki yaqinni yoritish faralarini yoqishi"",""Faralarning uzoqni yoritish chiroqlarini yoqishi"",""Gabarit chiroqlarini yoqishi""}","{""Туманга қарши фараларни ёки яқинни ёритиш фараларини ёқиши"",""Фараларнинг узоқни ёритиш чироқларини ёқиши"",""Габарит чироқларини ёқиши""}",2,https://postimg.cc/Dmfk0bYv,6-BILET,300,,,,
Avtomobilning yon tomonga sirpanib ketishi nima sababdan ro'y berishi mumkin?,Автомобилнинг ён томонга сирпаниб кетиши нима сабабдан рўй бериши мумкин?,"{""Faqat birdaniga keskin burilish sababli"",""Faqat birdaniga keskin tormozlash sababli"",""Birdaniga keskin tezlik olish va keskin tormozlash sababli"",""Barcha sanab o'tilgan hollarda""}","{""Фақат бирданига кескин бурилиш сабабли"",""Фақат бирданига кескин тормозлаш сабабли"",""Бирданига кескин тезлик олиш ва кескин тормозлаш сабабли"",""Барча санаб ўтилган ҳолларда""}",3,https://postimg.cc/Dmfk0bYv,6-BILET,300,,,,
Qizil avtomobil:,Қизил автомобил:,"{""Ko'k avtomobilga nisbatan ustunlikka ega, chunki asosiy yo'ldan ketyapti"",""Ko'k avtomobilga nisbatan ustunlikka ega, chunki aylanma harakatli yo'ldan ketayapti"",""Chorrahaga o'ng tomondan yaqinlashib kelgan ko'k avtomobilga yo'l berishi kerak""}","{""Кўк автомобилга нисбатан устунликка ега, чунки асосий ёлдан кетяпти"",""Кўк автомобилга нисбатан устунликка ега, чунки айланма ҳаракатли ёлдан кетаяпти"",""Чорраҳага ўнг томондан яқинлашиб келган кўк автомобилга ёл бериши керак""}",1,https://ptest.uz/images/d96d4e35-3cf8-4143-81b2-4d7b19ef6279.webp,6-BILET,300,,,,
Avtomobil qaysi yo'nalishlarda harakatlanishi mumkin?,Автомобил қайси ёналишларда ҳаракатланиши мумкин?,"{""Faqat o'ngga"",""To'xtash va svetoforning yashil chirog'ini kutish"",""Faqat to'g'riga"",""Barcha yo'nalishlar bo'yicha""}","{""Фақат ўнгга"",""Тўхташ ва светофорнинг яшил чироғини кутиш"",""Фақат тўғрига"",""Барча ёналишлар бўйича""}",3,https://ptest.uz/images/a246bec1-eb20-4371-884d-ad49c8df8b87.webp,6-BILET,300,,,,
Ogohlantirish ishorasini berish haydovchiga birinchi harakatlanish xuquqini beradimi?,Огоҳлантириш ишорасини бериш ҳайдовчига биринчи ҳаракатланиш хуқуқини берадими?,"{""Bermaydi"",""Manyovrni tugatish vaqtida beradi"",""Manyovrni boshlash vaqtida beradi"",""Hamma hollarda beradi""}","{""Бермайди"",""Манёврни тугатиш вақтида беради"",""Манёврни бошлаш вақтида беради"",""Ҳамма ҳолларда беради""}",0,https://postimg.cc/Dmfk0bYv,6-BILET,300,,,,
"Haydovchiga belgilangan traektoriya bo'yicha harakatlanib, manyovrlar bajarishga ruxsat berilganmi?","Ҳайдовчига белгиланган траектория бўйича ҳаракатланиб, манёврлар бажаришга рухсат берилганми?","{""\""?\"" bo'yicha ruxsat etilgan"",""\""?\"" bo'yicha ruxsat etilgan"",""Ikkovi bo'yicha ham ruxsat etilgan""}","{""\""?\"" бўйича рухсат етилган"",""\""?\"" бўйича рухсат етилган"",""Иккови бўйича ҳам рухсат етилган""}",2,https://ptest.uz/images/817c4198-7296-478b-826c-25f72754c570.webp,6-BILET,300,,,,
"Yuk tashish taqiqlanadi, agar:","Юк ташиш тақиқланади, агар:","{""Yuk enining chekka nuqtasi oldingi yoki orqa gabarit chiroqning tashqi chekkasidan 0,4 m. dan ortiq chiqib tursa"",""Yuk transport vositasining gabaritlaridan 1 m. ortiq chiqib tursa"",""Tashilayotgan yuk vazni shu transport vositasi uchun ishlab chiqargan korxona belgilagan kattalikdan ortiq bo'lsa"",""Barcha aytilgan hollarda""}","{""Юк енининг чекка нуқтаси олдинги ёки орқа габарит чироқнинг ташқи чеккасидан 0,4 м. дан ортиқ чиқиб турса"",""Юк транспорт воситасининг габаритларидан 1 м. ортиқ чиқиб турса"",""Ташилаётган юк вазни шу транспорт воситаси учун ишлаб чиқарган корхона белгилаган катталикдан ортиқ бўлса"",""Барча айтилган ҳолларда""}",2,https://postimg.cc/Dmfk0bYv,6-BILET,300,,,,
Qoidalarga ko'ra shatakka olish vaqtida bir-biriga ulangan mexanik transport vositalari tarkibining qanday umumiy uzunligiga yo'l qo'yiladi?,Қоидаларга кўра шатакка олиш вақтида бир-бирига уланган механик транспорт воситалари таркибининг қандай умумий узунлигига ёл қўйилади?,"{""20 m"",""21 m"",""22 m"",""23 m"",""24 m""}","{""20 м"",""21 м"",""22 м"",""23 м"",""24 м""}",0,https://postimg.cc/Dmfk0bYv,6-BILET,300,,,,
Ko'rsatilgan holda engil avtomobilga to'xtab turishga ruxsat etiladimi?,Кўрсатилган ҳолда енгил автомобилга тўхтаб туришга рухсат етиладими?,"{""Ruxsat etiladi"",""Taqiqlanadi""}","{""Рухсат етилади"",""Тақиқланади""}",1,https://ptest.uz/images/f843a092-0022-4400-99ee-562db70e68db.webp,6-BILET,300,,,,
Haydovchi piyodalarga qachon yo'l berishi kerak?,Ҳайдовчи пиёдаларга қачон ёл бериши керак?,"{""Hovlidan yo'lga chiqishda"",""Yo'ldan hovliga kirishda"",""Yonilg'i shaxobchasidan yo'lga chiqishda"",""To'xtab turish joyidan yo'lga chiqishda"",""Barcha sanab o'tilgan hollarda""}","{""Ҳовлидан ёлга чиқишда"",""Ёлдан ҳовлига киришда"",""Ёнилғи шахобчасидан ёлга чиқишда"",""Тўхтаб туриш жойидан ёлга чиқишда"",""Барча санаб ўтилган ҳолларда""}",4,https://postimg.cc/Dmfk0bYv,6-BILET,300,,,,
Ushbu svetafor qaysi yo'nalishda harakatlanishni taqiqlaydi?,Ушбу светафор қайси ёналишда ҳаракатланишни тақиқлайди?,"{""Faqat chapga"",""To'g'riga va chapga"",""To'g'riga va o'ngga"",""Faqat o'ngga""}","{""Фақат чапга"",""Тўғрига ва чапга"",""Тўғрига ва ўнгга"",""Фақат ўнгга""}",0,https://ptest.uz/images/3107e8f2-8986-4b18-8c1b-6df53d4f25dd.webp,6-BILET,300,,,,
Qaysi hollarda bir yo'nalishda harakatlanish uchun uchtadan kam bo'lagi bo'lgan yo'lda to'xtash va to'xtab turish taqiqlanadi?,Қайси ҳолларда бир ёналишда ҳаракатланиш учун учтадан кам бўлаги бўлган ёлда тўхташ ва тўхтаб туриш тақиқланади?,"{""Ko'priklarda, estakadalarda va osma yo'llarda"",""Ko'priklar, estakadalar va osma yo'llar ostida"",""Barcha sanab o'tilgan hollarda""}","{""Кўприкларда, естакадаларда ва осма ёлларда"",""Кўприклар, естакадалар ва осма ёллар остида"",""Барча санаб ўтилган ҳолларда""}",2,https://postimg.cc/Dmfk0bYv,6-BILET,300,,,,
Haydovchiga transport vositalarining to'xtab turish joylari chegarasini bildiradigan uzluksiz chiziqni kesib o'tishga ruxsat etiladimi?,Ҳайдовчига транспорт воситаларининг тўхтаб туриш жойлари чегарасини билдирадиган узлуксиз чизиқни кесиб ўтишга рухсат етиладими?,"{""To'xtash uchun ruxsat etiladi"",""Taqiqlanadi"",""Kirish va chiqish uchun ruxsat etiladi"",""Hamma hollarda ruxsat etiladi, agar to'xtab turish joyida boshqa transport vositalari yo'q bo'lsa""}","{""Тўхташ учун рухсат етилади"",""Тақиқланади"",""Кириш ва чиқиш учун рухсат етилади"",""Ҳамма ҳолларда рухсат етилади, агар тўхтаб туриш жойида бошқа транспорт воситалари ёқ бўлса""}",1,https://ptest.uz/images/29c9326a-c61b-41fd-a573-15ac371b6f9e.webp,6-BILET,300,,,,
Bu belgi nimani bildiradi?,Бу белги нимани билдиради?,"{""Ro'paradan kelayotgan transport vositalariga nisbatan birinchi o'tish xuquqini beradi"",""Haydovchi ro'paradan harakatlanayotgan transport vositasiga yo'l berishi kerak"",""Bir tomonlama harakatli yo'l qismining tamom bo'lganini bildiradi""}","{""Рўпарадан келаётган транспорт воситаларига нисбатан биринчи ўтиш хуқуқини беради"",""Ҳайдовчи рўпарадан ҳаракатланаётган транспорт воситасига ёл бериши керак"",""Бир томонлама ҳаракатли ёл қисмининг тамом бўлганини билдиради""}",1,https://ptest.uz/images/2074109f-054a-4fbe-8abd-666ad273273c.webp,6-BILET,300,,,,
oida bo'yicha necha yoshdan boshlab engil avtomobilni boshqarishga ruxsat etiladi?,оида бўйича неча ёшдан бошлаб енгил автомобилни бошқаришга рухсат етилади?,"{""14 yoshdan"",""16 yoshdan"",""18 yoshdan""}","{""14 ёшдан"",""16 ёшдан"",""18 ёшдан""}",2,https://postimg.cc/Dmfk0bYv,6-BILET,300,,,,
N2; N3 toifadagi avtotransport vositalarining boshqaruv qurilmasida qanday eng katta umumiy lyuft yig'indisiga yo'l qo'yiladi?,Н2; Н3 тоифадаги автотранспорт воситаларининг бошқарув қурилмасида қандай енг катта умумий люфт йиғиндисига ёл қўйилади?,"{""16°"",""20°"",""25°"",""26°"",""30°""}","{""16°"",""20°"",""25°"",""26°"",""30°""}",2,https://postimg.cc/Dmfk0bYv,6-BILET,300,,,,
Temir yo'l kesishmasi oldida turgan transport vositalarini qarama-qarshi harakatlanish bo'lagiga chiqib aylanib o'tishga ruxsat etiladimi?,Темир ёл кесишмаси олдида турган транспорт воситаларини қарама-қарши ҳаракатланиш бўлагига чиқиб айланиб ўтишга рухсат етиладими?,"{""Ruxsat etiladi, agar ro'paradan kelayotgan transport vositalari yo'q bo'lsa"",""Faqat yon kajavasiz motosikllarga ruxsat beriladi"",""Agar aylanib o'tayotgan transport vositasining tezligi 8 km/s dan kam bo'lsa, taqiqlanadi"",""Taqiqlanadi""}","{""Рухсат етилади, агар рўпарадан келаётган транспорт воситалари ёқ бўлса"",""Фақат ён кажавасиз мотосиклларга рухсат берилади"",""Агар айланиб ўтаётган транспорт воситасининг тезлиги 8 км/с дан кам бўлса, тақиқланади"",""Тақиқланади""}",3,https://postimg.cc/Dmfk0bYv,6-BILET,300,,,,
Transport vositasi qachon faqat o'ng chetki bo'lakda harakatlanishi kerak?,Транспорт воситаси қачон фақат ўнг четки бўлакда ҳаракатланиши керак?,"{""Og'ir vaznli va yirik o'lchamli yuklarni tashishda"",""Agar haydovchi o'zini betob his qilsa"",""Agar harakatlanish vaqtida mahkamlangan yuk bo'shashib ketsa"",""Transport vositasi texnik sabablarga ko'ra 40 km/s dan ortiq tezlikda yura olmasa""}","{""Оғир вазнли ва йирик ўлчамли юкларни ташишда"",""Агар ҳайдовчи ўзини бетоб ҳис қилса"",""Агар ҳаракатланиш вақтида маҳкамланган юк бўшашиб кетса"",""Транспорт воситаси техник сабабларга кўра 40 км/с дан ортиқ тезликда юра олмаса""}",3,https://postimg.cc/Dmfk0bYv,6-BILET,300,,,,
Yo'l yoqasida qaysi transport vositalarining haydovchilari qoidani buzib to'xtadilar?,Ёл ёқасида қайси транспорт воситаларининг ҳайдовчилари қоидани бузиб тўхтадилар?,"{""Faqat \""?\"""",""Faqat \""?\"""",""Faqat \""?\"""",""\""?\"" va \""?\"""",""\""?\"" va \""?\""""}","{""Фақат \""?\"""",""Фақат \""?\"""",""Фақат \""?\"""",""\""?\"" ва \""?\"""",""\""?\"" ва \""?\""""}",4,https://ptest.uz/images/6146dd9b-c3d5-49cc-a959-ae20e25567f6.webp,7-BILET,300,,,,
Qaysi javobda chorrahadan o'tish tartibi to'g'ri ko'rsatilgan?,Қайси жавобда чорраҳадан ўтиш тартиби тўғри кўрсатилган?,"{""Avtobus, avtomobil, velosiped"",""Avtomobil, avtobus, velosiped"",""Velosiped, avtobus, avtomobil""}","{""Автобус, автомобил, велосипед"",""Автомобил, автобус, велосипед"",""Велосипед, автобус, автомобил""}",2,https://ptest.uz/images/9488eeba-f2bb-470f-91de-964d260a8e32.webp,7-BILET,300,,,,
Haydovchi axoli punktlaridan tashqaridagi yo'lda quvib o'tilayotgan haydovchining etiborini jalb etish uchun faralar chiroqlarini o'chirib yoqish va tovush ishorasi berishni qo'llab to'g'ri qildimi?,Ҳайдовчи ахоли пунктларидан ташқаридаги ёлда қувиб ўтилаётган ҳайдовчининг етиборини жалб етиш учун фаралар чироқларини ўчириб ёқиш ва товуш ишораси беришни қўллаб тўғри қилдими?,"{""Noto'g'ri"",""To'g'ri""}","{""Нотўғри"",""Тўғри""}",1,https://postimg.cc/Dmfk0bYv,7-BILET,300,,,,
Engil avtomobilda tumanga qarshi faralarning nechtasini o'rnatishga ruxsat etiladi?,Енгил автомобилда туманга қарши фараларнинг нечтасини ўрнатишга рухсат етилади?,"{""Ikkita"",""To'rtta"",""Haydovchining xohishiga ko'ra""}","{""Иккита"",""Тўртта"",""Ҳайдовчининг хоҳишига кўра""}",0,https://postimg.cc/Dmfk0bYv,7-BILET,300,,,,
Qaysi transport vositalariga harakatlanish uchun ruxsat berilgan?,Қайси транспорт воситаларига ҳаракатланиш учун рухсат берилган?,"{""Engil va yuk avtomobillariga"",""Motosiklga, engil va yuk avtomobillariga"",""Engil avtomobilga va motosiklga""}","{""Енгил ва юк автомобилларига"",""Мотосиклга, енгил ва юк автомобилларига"",""Енгил автомобилга ва мотосиклга""}",2,https://ptest.uz/images/2c19c21e-db66-4e6a-b807-5a940a2d3964.webp,7-BILET,300,,,,
Quyidagi qaysi belgilar ogohlantiruvchi belgilar jumlasiga kiradi?,Қуйидаги қайси белгилар огоҳлантирувчи белгилар жумласига киради?,"{""Ikkinchidan boshqa barchasi"",""Uchinchidan boshqa barchasi"",""Hammasi""}","{""Иккинчидан бошқа барчаси"",""Учинчидан бошқа барчаси"",""Ҳаммаси""}",2,https://ptest.uz/images/c7bd97f0-5a9e-4ad9-8f4a-3f1d2138d32a.webp,7-BILET,300,,,,
Haydovchi orqa g'ildiraklari etakchi bo'lgan avtomobilning orqa o'qi sirpanib ketishi boshlanganida to'xtatish uchun nima qilishi kerak?,Ҳайдовчи орқа ғилдираклари етакчи бўлган автомобилнинг орқа ўқи сирпаниб кетиши бошланганида тўхтатиш учун нима қилиши керак?,"{""Boshqaruv rulini sirpanishga qarama-qarshi tomonga burish"",""Boshqaruv rulini sirpanish boshlanayotgan tomonga burish"",""Tormoz tepkisini bosish""}","{""Бошқарув рулини сирпанишга қарама-қарши томонга буриш"",""Бошқарув рулини сирпаниш бошланаётган томонга буриш"",""Тормоз тепкисини босиш""}",1,https://ptest.uz/images/cba9fe85-daf6-40fd-82d8-abc0d4e3a830.webp,7-BILET,300,,,,
"Agar yo'l boshlanishida ushbu belgi turgan bo'lsa, qatnov qismining qarama-qarshi yo'nalishiga o'tish mumkinmi?","Агар ёл бошланишида ушбу белги турган бўлса, қатнов қисмининг қарама-қарши ёналишига ўтиш мумкинми?","{""Chapga burilish uchun mumkin"",""Quvib o'tish uchun mumkin agar ro'paradan harakatlanish bo'lmasa va bo'lak qatnov qismining qolgan bo'lagidan uzuq-uzuq chizig'i bilan ajratilgan bo'lsa"",""Taqiqlanadi""}","{""Чапга бурилиш учун мумкин"",""Қувиб ўтиш учун мумкин агар рўпарадан ҳаракатланиш бўлмаса ва бўлак қатнов қисмининг қолган бўлагидан узуқ-узуқ чизиғи билан ажратилган бўлса"",""Тақиқланади""}",2,https://ptest.uz/images/611b5d0d-d7da-4dcd-a5bb-6bb3a59a9ceb.webp,7-BILET,300,,,,
Qarama-qarshi yo'nalishdagi transportlar oqimi ikkita sidirg'a chiziqlar bilan ajratilgan yo'l nechta harakatlanish uchun tasmaga ega?,Қарама-қарши ёналишдаги транспортлар оқими иккита сидирға чизиқлар билан ажратилган ёл нечта ҳаракатланиш учун тасмага ега?,"{""Ikkita"",""Ikkita yoki uchta"",""Uchta"",""To'rtta va undan ko'p bo'lakka""}","{""Иккита"",""Иккита ёки учта"",""Учта"",""Тўртта ва ундан кўп бўлакка""}",3,https://ptest.uz/images/03e74078-866e-4841-997c-39171512144c.webp,7-BILET,300,,,,
Ko'rsatilgan holatda o'zib o'tishga ruxsat etiladimi?,Кўрсатилган ҳолатда ўзиб ўтишга рухсат етиладими?,"{""Ruxsat etiladi"",""Taqiqlanadi"",""Agar o'zib o'tilayotgan transport vositasining tezligi 40 km/s dan kam bo'lsa, ruxsat beriladi""}","{""Рухсат етилади"",""Тақиқланади"",""Агар ўзиб ўтилаётган транспорт воситасининг тезлиги 40 км/с дан кам бўлса, рухсат берилади""}",0,https://ptest.uz/images/3d58b303-353d-4953-9914-30862b9d4231.webp,7-BILET,300,,,,
Avtomobillar chorrahadan quyidagi tartibda o'tadilar:,Автомобиллар чорраҳадан қуйидаги тартибда ўтадилар:,"{""Ko'k, yashil, qizil"",""Ko'k, yashil bilan bir vaqtda, qizil"",""Yashil, qizil bilan ko'k bir vaqtda""}","{""Кўк, яшил, қизил"",""Кўк, яшил билан бир вақтда, қизил"",""Яшил, қизил билан кўк бир вақтда""}",2,https://ptest.uz/images/3a9a0a01-49c2-4599-9410-7688375fdfdf.webp,7-BILET,300,,,,
Shatakka olish taqiqlanadi?,Шатакка олиш тақиқланади?,"{""Yaxmalakda, qattiq ulangich bilan"",""Yon kajavasi yo'q motosikllarni"",""Yon kajavasi bor motosikllarni"",""Ulangich bilan birga transport vositalarining umumiy uzunligi 20 metr bo'lganda""}","{""Яхмалакда, қаттиқ улангич билан"",""Ён кажаваси ёқ мотосиклларни"",""Ён кажаваси бор мотосиклларни"",""Улангич билан бирга транспорт воситаларининг умумий узунлиги 20 метр бўлганда""}",1,https://postimg.cc/Dmfk0bYv,7-BILET,300,,,,
Temir yo'l kesishmasida umumiy xatar ishorasi sifatida quyidagi ishoralar turkumi xizmat qiladi:,Темир ёл кесишмасида умумий хатар ишораси сифатида қуйидаги ишоралар туркуми хизмат қилади:,"{""Ikkita uzun va ikkita qisqa tovushli ishoralari"",""Bitta uzun va uchta qisqa tovushli ishoralari"",""Uchta uzun va uchta qisqa tovushli ishoralari"",""Uchta uzun va bitta qisqa tovushli ishoralari""}","{""Иккита узун ва иккита қисқа товушли ишоралари"",""Битта узун ва учта қисқа товушли ишоралари"",""Учта узун ва учта қисқа товушли ишоралари"",""Учта узун ва битта қисқа товушли ишоралари""}",1,https://postimg.cc/Dmfk0bYv,7-BILET,300,,,,
Chorrahani ikkinchi bo'lib kesib o'tadi:,Чорраҳани иккинчи бўлиб кесиб ўтади:,"{""Qizil avtomobil"",""Ko'k avtomobil"",""Yashil avtomobil""}","{""Қизил автомобил"",""Кўк автомобил"",""Яшил автомобил""}",1,https://ptest.uz/images/3939df96-c50c-461b-a862-763edd70dd75.webp,7-BILET,300,,,,
